,NLC,Origin TLC,Station Name,postcode,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,lat,long
1607,5058,NBC,New Beckenham,BR3 1QN,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"95,856","87,830","231,305","414,991","95,856","87,830","231,305","414,991","829,982","830,396",-0,59,0,0,,,,
1608,2152,NBN,New Brighton,CH45 2NY,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,"168,709","220,035","126,649","515,393","168,709","220,035","126,649","515,393","1,030,786","1,025,644",1,0,0,0,,,53.4379,-3.048278
1609,6289,NCE,New Clee,DN32 5GR,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,137,30,0,167,137,30,0,167,334,298,12,0,0,0,,,,
1610,5150,NWX,New Cross,SE14 6LD,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"247,805","396,498","528,321","1,172,624","247,805","396,498","528,321","1,172,624","2,345,248","2,063,120",14,"1,575,883",1,0,Ramp-up of demand on London Overground services,,51.476288000000004,-0.03191
1611,5345,NXG,New Cross Gate,SE14 6AR,London,Greater London,Lewisham,UKI1,Inner London,Southern,,,London Travelcard Area Station,"421,418","789,583","793,601","2,004,602","421,418","789,583","793,601","2,004,602","4,009,204","3,011,524",33,"1,509,806",1,0,Ramp-up of demand on London Overground services,,51.475126,-0.039837
1612,9533,NCK,New Cumnock,KA18 4DG,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"5,998","5,308","2,686","13,992","5,998","5,308","2,686","13,992","27,984","27,730",1,0,0,0,,,55.403324,-4.184231
1613,5119,NEH,New Eltham,SE9 2AB,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"213,884","191,465","759,338","1,164,687","213,884","191,465","759,338","1,164,687","2,329,374","2,285,480",2,0,0,0,,,,
1614,6209,NHL,New Holland,DN19 7BE,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,"9,158","1,234",454,"10,846","9,158","1,234",454,"10,846","21,692","21,460",1,0,0,0,,,53.681220999999994,-0.376992
1615,5238,NHE,New Hythe,ME20 6XJ,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,"14,989","13,786","17,314","46,089","14,989","13,786","17,314","46,089","92,178","87,138",6,0,0,0,,,51.314161999999996,0.4536
1616,2358,NLN,New Lane,L40 0RY,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,879,720,43,"1,642",879,720,43,"1,642","3,284","3,034",8,0,0,0,,,,
1617,5567,NEM,New Malden,KT3 4PX,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"343,558","370,256","948,821","1,662,635","343,558","370,256","948,821","1,662,635","3,325,270","3,234,438",3,"41,423",0,0,,,,
1618,2974,NMC,New Mills Central,SK12 3JB,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,,"15,580","31,008","31,536","78,124","15,580","31,008","31,536","78,124","156,248","146,018",7,925,0,0,,,53.365263,-2.004093
1619,2769,NMN,New Mills Newtown,SK22 3JP,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,,"14,639","26,775","58,089","99,503","14,639","26,775","58,089","99,503","199,006","190,478",4,0,0,0,,,53.360265000000005,-2.007729
1620,5881,NWM,New Milton,BH25 6JS,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"83,968","145,237","83,243","312,448","83,968","145,237","83,243","312,448","624,896","610,394",2,0,0,0,,,50.755679,-1.6577709999999999
1621,8506,NPD,New Pudsey,LS28 6QG,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"118,179","102,605","177,533","398,317","118,179","102,605","177,533","398,317","796,634","772,094",3,0,0,0,,,53.804384,-1.6808990000000001
1622,6019,NSG,New Southgate,N11 1QH,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"75,735","60,119","163,054","298,908","75,735","60,119","163,054","298,908","597,816","553,174",8,0,0,0,,,,
1623,6498,NCT,Newark Castle,NG24 1FW,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,NEWARK BR,,,"79,541","64,067","23,501","167,109","79,541","64,067","23,501","167,109","334,218","348,938",-4,"46,354",0,0,,,53.082463,-0.810211
1624,6499,NNG,Newark North Gate,NG24 1LS,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Coast,NEWARK BR,,,"110,854","328,861","104,015","543,730","110,854","328,861","104,015","543,730","1,087,460","976,526",11,"194,895",1,0,Cause of large increase not clear,,53.080878000000006,-0.801028
1625,9919,NBE,Newbridge,NP11 5FH,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,"46,820","7,505","11,159","65,484","46,820","7,505","11,159","65,484","130,968","132,092",-1,0,0,0,,,51.665695,-3.142188
1626,3074,NBY,Newbury,RG14 5DG,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,,"154,142","312,955","313,256","780,353","154,142","312,955","313,256","780,353","1,560,706","1,494,430",4,"44,074",0,0,,,51.39808,-1.321345
1627,3071,NRC,Newbury Racecourse,RG14 5ST,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,,"6,783","24,357","7,459","38,599","6,783","24,357","7,459","38,599","77,198","75,508",2,0,0,0,,,51.399126,-1.311052
1628,7728,NCL,Newcastle,NE1 5DL,North East,Tyne And Wear,Newcastle Upon Tyne,UKC2,Northumberland and Tyne and Wear,East Coast,,Tyne & Wear,,"714,947","2,632,195","506,096","3,853,238","714,947","2,632,195","506,096","3,853,238","7,706,476","7,500,338",3,"394,207",0,0,,,,
1629,8808,NEW,Newcraighall,EH21 6TT,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,,"39,762","36,914","18,837","95,513","39,762","36,914","18,837","95,513","191,026","182,802",4,0,0,0,,,55.935770999999995,-3.076479
1630,5330,NVH,Newhaven Harbour,BN9 0BB,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,,"5,508","7,529","9,360","22,397","5,508","7,529","9,360","22,397","44,794","45,644",-2,0,0,0,,,,
1631,5331,NVN,Newhaven Town,BN9 0DF,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,,"39,860","70,772","48,772","159,404","39,860","70,772","48,772","159,404","318,808","313,082",2,0,0,0,,,,
1632,5175,NGT,Newington,ME9 7LQ,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,,"12,699","14,548","40,675","67,922","12,699","14,548","40,675","67,922","135,844","135,438",0,0,0,0,,,,
1633,7038,NMK,Newmarket,CB8 9BB,East,Suffolk,Forest Heath,UKH1,East Anglia,National Express East Anglia,,,,"33,828","44,892","37,467","116,187","33,828","44,892","37,467","116,187","232,374","197,924",17,0,1,0,Continues high growth from previous year,,,
1634,7039,NWE,Newport (Essex),CB11 3PL,East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,"19,028","16,605","69,787","105,420","19,028","16,605","69,787","105,420","210,840","220,370",-4,0,0,0,,,51.980069,0.214029
1635,3674,NWP,Newport (Gwent),NP20 4AX,Wales - Cymru,Newport - Casnewydd,Newport - Casnewydd,UKL2,East Wales,Arriva Trains Wales,,,,"344,490","552,034","240,442","1,136,966","344,490","552,034","240,442","1,136,966","2,273,932","2,291,040",-1,"561,248",0,0,,,51.589514,-2.9988189999999997
1636,3523,NQY,Newquay,TR7 2NF,South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,"1,412","55,939",319,"57,670","1,412","55,939",319,"57,670","115,340","100,252",15,0,1,0,Likely partially caused by improved weekend service,http://en.wikipedia.org/wiki/Newquay_railway_station,,
1637,1863,NSD,Newstead,NG15 0BF,East Midlands,Nottinghamshire,Gedling,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"8,634","5,356","3,385","17,375","8,634","5,356","3,385","17,375","34,750","31,748",9,0,0,0,,,53.069612,-1.2245110000000001
1638,9774,NTN,Newton,G72 7TD,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"70,099","68,553","119,228","257,880","70,099","68,553","119,228","257,880","515,760","481,146",7,"56,081",0,0,,,,
1639,3426,NTA,Newton Abbot,TQ12 2JE,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,,"73,354","396,894","73,799","544,047","73,354","396,894","73,799","544,047","1,088,094","1,021,530",7,"306,918",0,0,,,50.527201,-3.5997769999999996
1640,7834,NAY,Newton Aycliffe,DL5 7BG,North East,Durham,Sedgefield,UKC1,Tees Valley and Durham,Northern Rail,,,,"22,517","6,293","2,988","31,798","22,517","6,293","2,988","31,798","63,596","59,636",7,0,0,0,,,,
1641,2789,NWN,Newton For Hyde,SK14 2PJ,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,"18,300","39,139","33,062","90,501","18,300","39,139","33,062","90,501","181,002","168,330",8,0,0,0,,,53.452599,-2.058192
1642,5828,NTC,Newton St.Cyres,EX5 5AP,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,,552,658,396,"1,606",552,658,396,"1,606","3,212","2,774",16,0,0,0,,,,
1643,2257,NLW,Newton-Le-Willows,WA12 9SF,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,"78,936","143,295","100,278","322,509","78,936","143,295","100,278","322,509","645,018","604,120",7,"70,476",0,0,,,53.453487,-2.613799
1644,9571,NOA,Newton-On-Ayr,KA8 9BP,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"10,594","6,233","3,851","20,678","10,594","6,233","3,851","20,678","41,356","40,842",1,0,0,0,,,,
1645,8668,NWR,Newtonmore,PH20 1AL,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"2,913","1,682",106,"4,701","2,913","1,682",106,"4,701","9,402","9,484",-1,0,0,0,,,57.059611,-4.118818
1646,4426,NWT,Newtown,SY16 1BP,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,,"40,167","21,892","1,020","63,079","40,167","21,892","1,020","63,079","126,158","119,194",6,0,0,0,,,52.51309499999999,-3.30975
1647,3895,NNP,Ninian Park,CF11 8AH,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,"23,104","2,122","9,743","34,969","23,104","2,122","9,743","34,969","69,938","67,782",3,0,0,0,,,51.475621000000004,-3.201207
1648,9609,NIT,Nitshill,G53 7NX,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"15,216","13,401","14,770","43,387","15,216","13,401","14,770","43,387","86,774","72,384",20,0,1,0,Continues high growth from previous year,,,
1649,5568,NBT,Norbiton,KT2 7AZ,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"273,388","311,185","629,004","1,213,577","273,388","311,185","629,004","1,213,577","2,427,154","2,348,180",3,0,0,0,,,,
1650,5428,NRB,Norbury,SW16 3RW,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,"252,727","332,858","966,155","1,551,740","252,727","332,858","966,155","1,551,740","3,103,480","2,908,954",7,0,0,0,,,51.411175,-0.11971099999999998
1651,5460,NSB,Normans Bay,BN24 6PR,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,,"1,387","3,037","1,401","5,825","1,387","3,037","1,401","5,825","11,650","11,666",-0,0,0,0,,,50.823066,0.384422
1652,8528,NOR,Normanton,WF6 2BG,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"34,942","38,732","31,272","104,946","34,942","38,732","31,272","104,946","209,892","212,654",-1,0,0,0,,,,
1653,9358,NBW,North Berwick,EH39 4BY,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,,"65,094","117,326","52,623","235,043","65,094","117,326","52,623","235,043","470,086","452,856",4,0,0,0,,,56.057566,-2.730527
1654,5636,NCM,North Camp,GU12 5QA,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",First Great Western,,,,"47,585","79,299","59,119","186,003","47,585","79,299","59,119","186,003","372,006","367,340",1,0,0,0,,,51.275819,-0.731166
1655,5429,NDL,North Dulwich,SE24 7BX,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station,"114,168","106,841","204,638","425,647","114,168","106,841","204,638","425,647","851,294","832,814",2,0,0,0,,,,
1656,2455,NLR,North Llanrwst,LL26 0EG,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,249,387,0,636,249,387,0,636,"1,272","1,236",3,0,0,0,,,53.143965,-3.8021050000000005
1657,9189,NQU,North Queensferry,KY11 1JE,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,"17,355","37,459","11,512","66,326","17,355","37,459","11,512","66,326","132,652","137,820",-4,0,0,0,,,56.012636,-3.3967870000000002
1658,7895,NRD,North Road,DL3 6ST,North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Northern Rail,,,,"9,570","1,915","5,022","16,507","9,570","1,915","5,022","16,507","33,014","25,216",31,0,1,0,Cause of large decrease not clear,,,
1659,5601,NSH,North Sheen,TW9 4QA,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"50,254","39,248","106,414","195,916","50,254","39,248","106,414","195,916","391,832","365,822",7,0,0,0,,,,
1660,7308,NWA,North Walsham,NR28 0DZ,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,"38,226","62,452","10,392","111,070","38,226","62,452","10,392","111,070","222,140","215,874",3,0,0,0,,,52.817601,1.382016
1661,1422,NWB,North Wembley,HA9 7NT,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,"75,773","139,206","87,104","302,083","75,773","139,206","87,104","302,083","604,166","520,430",16,0,1,0,Ramp-up of demand on London Overground services,,,
1662,7996,NTR,Northallerton,DL7 8AN,Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,First TransPennine Express,,,,"52,875","192,025","41,117","286,017","52,875","192,025","41,117","286,017","572,034","556,990",3,0,0,0,,,,
1663,1069,NMP,Northampton,NN1 1SP,East Midlands,Northamptonshire,Northampton,UKF2,"Leicestershire, Rutland and Northamptonshire",London Midland Trains,,West Midlands,,"212,280","720,139","424,415","1,356,834","212,280","720,139","424,415","1,356,834","2,713,668","2,496,018",9,"5,891",0,0,,,,
1664,1111,NFD,Northfield,B31 2PY,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,"75,055","124,415","171,792","371,262","75,055","124,415","171,792","371,262","742,524","589,022",26,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 126,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",,,
1665,5120,NFL,Northfleet,DA11 9DY,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,,"9,745","10,546","14,719","35,010","9,745","10,546","14,719","35,010","70,020","76,564",-9,0,0,0,,,51.446306,0.324184
1666,1478,NLT,Northolt Park,UB5 4NP,London,Greater London,Ealing,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station,"27,025","21,411","36,774","85,210","27,025","21,411","36,774","85,210","170,420","168,890",1,0,0,0,,,,
1667,6971,NUM,Northumberland Park,N17 0HY,London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,"18,697","46,465","41,616","106,778","18,697","46,465","41,616","106,778","213,556","176,456",21,0,1,0,Continues high growth from previous year,,,
1668,2326,NWI,Northwich,CW9 5LY,North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,,"36,842","46,148","12,015","95,005","36,842","46,148","12,015","95,005","190,010","172,704",10,0,1,0,Continues high growth from previous year,,,
1669,7309,NRW,Norwich,NR1 1EF,East,Norfolk,Norwich,UKH1,East Anglia,National Express East Anglia,,,,"423,873","1,304,747","213,881","1,942,501","423,873","1,304,747","213,881","1,942,501","3,885,002","3,749,474",4,"437,015",0,0,,,,
1670,5376,NWD,Norwood Junction,SE25 5AG,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,"306,491","423,838","962,268","1,692,597","306,491","423,838","962,268","1,692,597","3,385,194","2,987,668",13,"1,167,456",1,0,Ramp-up of demand on London Overground services,,51.397356,-0.075567
1671,1826,NOT,Nottingham,NG2 3AQ,East Midlands,Nottingham,Nottingham,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"881,098","1,858,167","479,355","3,218,620","881,098","1,858,167","479,355","3,218,620","6,437,240","6,294,838",2,"451,114",0,0,,,,
1672,1077,NUN,Nuneaton,CV11 4BU,West Midlands,Warwickshire,Nuneaton And Bedworth,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"186,646","203,868","107,744","498,258","186,646","203,868","107,744","498,258","996,516","969,254",3,"276,621",0,0,,,52.526478000000004,-1.4640950000000001
1673,5068,NHD,Nunhead,SE15 3XE,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"97,242","104,490","326,688","528,420","97,242","104,490","326,688","528,420","1,056,840","1,012,106",4,0,0,0,,,51.466558,-0.051823
1674,7946,NNT,Nunthorpe,TS7 0BL,North East,Redcar And Cleveland,Redcar And Cleveland,UKC1,Tees Valley and Durham,Northern Rail,,,,"9,025","1,090","1,037","11,152","9,025","1,090","1,037","11,152","22,304","24,914",-10,0,1,0,Cause of large decrease not clear,,,
1675,5262,NUT,Nutbourne,PO18 8SH,South East,West Sussex,Chichester,UKJ2,"Surrey, East & West Sussex",Southern,,,,"6,652","6,839","16,922","30,413","6,652","6,839","16,922","30,413","60,826","64,852",-6,0,0,0,,,50.845459000000005,-0.883202
1676,5476,NUF,Nutfield,RH1 5RR,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,,"10,561","13,554","30,112","54,227","10,561","13,554","30,112","54,227","108,454","99,230",9,0,0,0,,,,
1677,4689,OKN,Oakengates,TF2 6DH,West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,"7,769","11,077","7,261","26,107","7,769","11,077","7,261","26,107","52,214","41,152",27,0,1,0,Cause of large increase not clear,,,
1678,1904,OKM,Oakham,LE15 6QT,East Midlands,Rutland,Rutland,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,"29,414","55,456","14,556","99,426","29,414","55,456","14,556","99,426","198,852","214,922",-7,"4,932",0,0,,,52.672523,-0.731032
1679,6020,OKL,Oakleigh Park,EN5 1BU,London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"106,829","84,629","290,936","482,394","106,829","84,629","290,936","482,394","964,788","952,304",1,0,0,0,,,,
1680,8725,OBN,Oban,PA34 4LW,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,,"31,599","31,354",0,"62,953","31,599","31,354",0,"62,953","125,906","121,746",3,0,0,0,,,56.412174,-5.475395
1681,7451,OCK,Ockendon,RM15 6PD,East,Thurrock,Thurrock,UKH3,Essex,c2c,,,,"119,055","95,268","103,997","318,320","119,055","95,268","103,997","318,320","636,640","586,704",9,0,0,0,,,51.521985,0.290367
1682,5310,OLY,Ockley,RH5 5HT,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,,"6,258","4,280","11,041","21,579","6,258","4,280","11,041","21,579","43,158","46,852",-8,0,0,0,,,,
1683,5786,OKE,Okehampton,EX20 1EJ ,South West,Devon,West Devon,UKK4,Devon,First Great Western,,,,0,"1,763",0,"1,763",0,"1,763",0,"1,763","3,526","3,622",-3,0,0,0,,,,
