OrganisationName,Latitude,Longitude
Rowlands Pharmacy,53.7031288147,-1.7829426527
Jhoots Pharmacy,52.5092658997,-1.7758100033
The Co-Operative Pharmacy,51.6135253906,0.5201278329
Asda Pharmacy,51.3515510559,0.7397648096
Rowlands Pharmacy,51.7486610413,-1.2015560865
Asda Stores Ltd,52.5311965942,-2.0313112736
Lincoln Co-Op Chemists Ltd,53.3999633789,-0.7751278877
Village Pharmacy,53.8009757996,-2.2396857738
Boots,54.8663139343,-1.497824192
The Co-Operative Pharmacy,53.782875061,-2.8716254234
Rooney Chemist,51.793888092,-0.661944747
Late Night Pharmacy,52.9524459839,-1.1260182858
Coward's Pharmacy,54.1178817749,-3.2303256989
Paydens Ltd,51.0680923462,0.6858848929
Morrisons Pharmacy,52.4125404358,-1.531957984
Galleywood Pharmacy Ltd,51.7003936768,0.4705350399
Morrisons Pharmacy,50.5442657471,-4.1416015625
Lad Chemist,52.4866256714,-2.1482799053
B.d.s. Pharmacy,52.571937561,-1.9462786913
Superdrug Pharmacy,53.742099762,-0.3391492367
The Co-Operative Pharmacy,50.9083976746,-1.3339498043
Tesco Instore Pharmacy,52.0399780273,1.0979291201
Superdrug Chemists,51.898475647,-1.1519603729
Safedale Ltd,51.7011070251,-0.034847293
Tesco Pharmacy,53.4619178772,-2.1740438938
Santas Limited,51.5704917908,-0.1144116148
Lloydspharmacy,50.8589096069,0.5933390856
Sandham Jh,54.6394577026,-3.546384573
Manor Pharmacy,53.1396751404,-1.5533220768
Compact Pharmacy,51.4479637146,0.1215545014
Boots,51.493309021,-2.6035556793
Boots,52.625869751,1.2897862196
Medicare Chemist,52.4670600891,-1.8497115374
Rowlands Pharmacy,54.6075057983,-1.2925516367
The Co-Operative Pharmacy,53.418926239,-1.5153441429
Ellacombe Pharmacy,51.436542511,-2.494852066
Boots,50.7200279236,-1.8814378977
Rowlands Pharmacy,51.8900146484,-2.0787816048
Rowlands Pharmacy,51.7353630066,-1.2322587967
Gordon Short Chemist,53.486618042,-3.0335345268
Superdrug Pharmacy,52.2905578613,-1.5360295773
Countesthorpe Chemist,52.5544548035,-1.1367034912
Lloydspharmacy,50.5954666138,-1.2048033476
Rowlands Pharmacy,53.4152107239,-2.2987427711
Boots,50.7727775574,0.2677251101
Blackwells Chemists,51.4026565552,-0.0368128568
Boots,53.3417434692,-2.7306530476
Delmergate Ltd,51.3516807556,0.5093340874
Tesco Stores Ltd,52.2600593567,0.3975579143
Lloydspharmacy,53.7770652771,-2.7128539085
Lloydspharmacy,53.4146156311,-2.0898544788
Shivas Pharmacy,51.3836288452,-0.1078171507
Rowlands Pharmacy,53.4592170715,-2.2764906883
Chana Chemist,51.5620155334,-0.2833459079
Mr Pickford's Pharmacy,52.6579589844,-1.1430786848
Kateshill Pharmacy,52.5078849792,-2.0736236572
Sainbury's Pharmacy,51.3408699036,-0.2586268783
Tesco In-Store Pharmacy,51.5864639282,-0.3326003253
Asda In-Store Pharmacy,51.5284233093,-0.270077765
Sainsbury's Pharmacy,52.1978302002,0.1569382846
Lloydspharmacy,53.8435325623,-1.5332692862
Davis Chemist,51.4600944519,-0.090088211
Boots,53.6383895874,-1.8095308542
Sainsbury's Supermarkets Ltd,51.3721084595,-0.225689739
Boots,52.036365509,-2.4222919941
The Bathwick Pharmacy,51.3832092285,-2.3571333885
Lloydspharmacy,53.8570022583,-1.5609414577
Boots,52.5735931396,-0.2427347451
Hayden Chemist,52.4771270752,1.7142139673
Peak Pharmacy,53.3226852417,-1.917226553
Boots,53.7971496582,-1.5891211033
Boots,54.4859542847,-0.6152185202
Lloydspharmacy,51.5862960815,-1.8802267313
Boots,52.0864677429,-0.7252829671
Boots,50.7230491638,-1.9022835493
Boots,51.5376968384,-0.1926678568
Honeycomb Chemist,51.3909950256,-0.5042159557
C&H Chemist,51.559513092,-0.0982894674
Lloydspharmacy,53.3795204163,-2.2628803253
Swettenham Chemists,53.3756484985,-3.014881134
Westdale Pharmacy,52.9818725586,-1.106955409
Boots,51.5252723694,-0.179450497
Boots,52.1089553833,-0.4853484035
Boots,53.8471679688,-1.8370240927
Kamsons Pharmacy,50.7912712097,-0.0023790172
Boots,51.5246734619,0.4483225942
Sainsbury's Pharmacy,52.5988578796,-1.1837266684
Jubichem Ltd,51.2967529297,-0.2371598929
Lloydspharmacy,53.3390769958,-1.4831036329
The Co-Operative Pharmacy,53.6788673401,-1.6646957397
Asda Pharmacy,54.8367042542,-1.3319579363
Ha Mcparland Ltd,51.5253372192,-0.7193648815
Boots,52.7074661255,-2.7551612854
Boots,54.5356254578,-1.0529938936
Sorrell Bank Chemist,53.493347168,-2.2948002815
Cohens Pharmacy,53.3616752625,-3.0270063877
Hall Green Pharmacy Ltd,52.4398803711,-1.8481709957
Jats Pharmacy,51.3764343262,-0.8561649323
Lloydspharmacy,50.8430671692,-1.0664111376
Newline Pharmacy Ltd,55.0437431335,-1.5251699686
Swift Pharmacy Burngreave,53.3931694031,-1.4578174353
Medipharm,51.3341026306,-0.0766663253
Greenlight Healthcare Ltd,51.5528488159,-0.2103719115
Asda Pharmacy,51.0796661377,1.1780157089
Medicines123,52.5215835571,-1.4909633398
Sainsburys Pharmacy,51.8852005005,0.8281058073
Dispharma - My Local Chemist,52.4889717102,-1.8520669937
Tesco Instore Pharmacy,52.7967567444,-1.633961916
Market Street Pharmacy,53.6954650879,-2.4677081108
Shaftesbury Pharmacy Ltd,51.5722084045,-0.3545799255
The Co-Operative Pharmacy,53.5916175842,-1.6507922411
Foxley Lane Pharmacy,51.3422431946,-0.1262925863
Newbridge Pharmacy,52.596698761,-2.1596210003
Boots,51.4111442566,-2.5615375042
Boots,52.7719306946,1.5139551163
Iwade Pharmacy,51.3785133362,0.7298634052
Day Lewis Pharmacy,50.9258155823,-1.3930046558
The Pharmacy,51.5588722229,-1.7837826014
Asda Pharmacy,51.1344032288,0.8783923984
Elmpharm Ltd,53.2550926208,-1.9206092358
Boots,55.7701721191,-2.0038955212
Tesco Stores Limited,53.8224029541,-1.4607098103
The Co-Operative Pharmacy,52.947101593,-1.0389430523
The Co-Operative Pharmacy,51.4605369568,-2.5286779404
St.johns Pharmacy,51.4257011414,0.1039659753
The Co-Operative Pharmacy,52.4571838379,1.7060104609
Superdrug Stores Plc,53.6818466187,-1.4960567951
Lloydspharmacy,53.0787811279,-0.9539384842
Sainsbury Pharmacy,52.6308708191,1.3612002134
Boots,52.6079177856,1.2511811256
Rowlands Pharmacy,53.7673377991,-1.7799723148
Guildford Chemist,51.2563285828,-0.5945609808
Clockwork Pharmacy,51.2227935791,1.4023811817
The Co-Operative Pharmacy,52.6837272644,-0.3161791861
Echo Pharmacy,51.4209747314,0.3707397282
The Co-Operative Pharmacy,51.5743675232,0.4233686924
Aa Beggs,51.1274909973,1.3121117353
Tesco Instore Pharmacy,51.4020576477,-0.2395261079
Boots,51.5238342285,-0.1240808293
Superdrug Pharmacy,52.0631523132,-1.3350189924
Dean and Smedley Ltd,52.8331031799,-1.6257897615
Sainsbury's Supermarkets Ltd,52.0546302795,-2.7244269848
Dh and G Treharne Ltd,54.0948982239,-1.3952578306
Grosvenor Pharmacy,51.5209999084,-0.4160428047
K Pharmacy,53.6857147217,-1.8575884104
Sherlock Holmes Chemists,51.5199432373,-0.1561391503
The Co-Operative Pharmacy,52.3044090271,-0.6899644136
Greencross Pharmacy,53.3616981506,-2.9088504314
Boots,50.6783981323,-2.2288753986
Boots,52.0638389587,-2.217605114
Lloydspharmacy,51.4387588501,-0.1865903884
Lloydspharmacy,51.5948295593,-0.0346013233
Krisons Chemist,51.4748840332,-0.0270316415
Day Lewis Pharmacy,51.4452209473,-0.3304972649
Day Lewis Chemists,51.4733123779,0.1404856294
Market Pharmacy,53.2031822205,-1.2133892775
Lloydspharmacy,53.4130401611,-2.9137966633
Day Lewis Pharmacy,50.6316604614,-1.1782755852
Boots,51.7134628296,-0.4504085779
Boots,51.3034591675,-0.728284359
Severn Chemist,52.6010704041,-1.0625967979
Lloydspharmacy,51.7271995544,-2.5294101238
Sedem Pharmacy,53.4235992432,-2.8521733284
Campion and Co Chemist,51.4994812012,-0.0528403297
Weldricks Pharmacy,53.5526237488,-1.0669859648
Boots,50.5463523865,-3.4950044155
Tesco Pharmacy,51.0660476685,-0.3566920459
Mills Chemist,54.2896270752,-1.593716383
Boots,50.874458313,0.0145798624
Allcures Pharmacy,51.5858688354,-0.0921945572
Lloydspharmacy,51.4033508301,-0.5676028132
Boots,54.9566116333,-1.6030725241
Pytchley Court Pharmacy,52.4976730347,-0.722039938
Baden House Pharmacy,50.1236305237,-5.4730563164
Mccanns Pharmacy,53.3806419373,-2.9522798061
Aston Pharmacy,54.2770118713,-0.4138124585
Great Berry Pharmacy,51.5563049316,0.4248319864
Tesco Instore Pharmacy,51.5121574402,0.0772495642
Acorn Dispensing Chemist,51.8927841187,-0.4980479181
Regionchoice Ltd,51.5234107971,-0.0546161793
Lincoln Co-Op Chemists Ltd,53.1397476196,-0.4038593769
Tesco Extra,53.2744102478,-1.2636240721
Boots,51.1270027161,1.3113191128
Grovelands Pharmacy,51.4586753845,-1.0101240873
Medicx Pharmacy,51.8656196594,0.1747052222
Well-Chem Pharmacy,51.5644836426,0.0980447456
Asda Pharmacy,53.7939567566,-2.2489056587
Nettles Pharmacy,51.4352989197,-0.1608587652
Boots,51.4148025513,-0.0527590401
Ascot Pharmacy,51.403503418,-0.6713693142
The Co-Operative Pharmacy,52.6889381409,-2.0312621593
Asda Pharmacy,52.5176010132,-1.9029303789
Sainsbury's Pharmacy,54.0509147644,-2.7996034622
Lloydspharmacy,51.3975105286,-1.2482037544
Boots,51.123500824,-0.0109163309
Barnton Pharmacy,53.2699775696,-2.5476667881
Fishlock Chemists,53.6019248962,-3.0388264656
Eagercare Ltd,51.4014320374,-0.303756088
Whiterose Chemist,51.583152771,0.2207340002
Boots,55.1675834656,-1.688072443
Boots,51.6254234314,0.4179255664
Superdrug Pharmacy,51.5095367432,-0.5924761295
Accrington Late Night Pharmacy,53.7532920837,-2.3750853539
Ww Scott,54.6024436951,-1.0759184361
Boots,54.9804840088,-1.4889948368
The Co-Operative Pharmacy,53.0701980591,-1.2997368574
Brimington Pharmacy,53.2571754456,-1.3956961632
Horn Lane Pharmacy,51.5142631531,-0.2689569294
Sainsbury Pharmacy,52.999622345,-1.1331871748
Mayfield Pharmacy,51.8784828186,-0.5055269599
Weldricks Pharmacy,53.3716545105,-1.560218811
Superdrug Stores Plc,50.8533706665,-1.1769869328
Superdrug Pharmacy,52.5225448608,-1.4681960344
The Co-Operative Pharmacy,50.3813285828,-4.1653943062
Lloydspharmacy,52.3779830933,-1.8690373898
The Co-Operative Pharmacy,53.7074127197,-1.677451849
Anachem Pharmacy,51.352180481,-0.2659243047
Lloydspharmacy,51.8425292969,-2.1560502052
Sainsbury's Supermarkets Ltd,53.9859542847,-1.0534718037
Akshar Pharmacies,51.596622467,-0.024084786
Lloydspharmacy,51.3898544312,0.1064606756
Manor Pharmacy,53.5710639954,-2.6942071915
Boots,51.4191589355,-0.4212194979
Waller Chemist,51.54246521,0.1474791616
Tesco Instore Pharmacy,52.3828926086,-1.7897459269
The Co-Operative Pharmacy,53.4222564697,-1.2793861628
Jubilee Pharmacy,52.5516662598,-2.0196158886
Jetsol Pharmacy,51.5197601318,0.0115916803
Tesco's Pharmacy,51.445640564,-0.4726868272
Ashington Pharmacy,50.9293746948,-0.3909840286
Abc Pharmacy,51.4741668701,-0.0665470883
Bestway Panacea Healthcare Limited,53.4426460266,-2.2754647732
Ashwell Pharmacy,52.0413894653,-0.1521957964
Boots,50.5448188782,-2.4365661144
Boots,54.9738197327,-1.6160413027
Mw Phillips (Sutton Coldfield) Ltd,52.5539283752,-1.8815383911
Boots,51.2146720886,-0.7991843224
Boots,54.8571548462,-1.5750602484
Bm & Sb Patel,51.9019088745,-0.4963192046
Unicare Pharmacy,51.4797286987,0.3267042637
Boots,52.6889762878,-2.0296792984
Samat Chemist,52.6473960876,-1.0960310698
Tividale Pharmacy,52.5044403076,-2.0582373142
Lloydspharmacy,50.7947807312,0.2777158618
Rowlands Pharmacy,52.636592865,-1.6928100586
Cohens Chemist,53.5901832581,-2.3858611584
The Co-Operative Pharmacy,51.7477455139,-1.140560627
Superdrug,53.6176261902,-2.1589779854
Superdrug Pharmacy,51.2080459595,-1.4788870811
Warwick and Radcliffe Pharmacy,50.8874549866,0.3169986308
Boots,51.7316665649,0.4762523174
Boots,52.6690864563,0.1620772183
Lloydspharmacy,51.2405815125,0.5574272275
Ladybarn Lane Chemist,53.4409637451,-2.2139270306
Fishers Enmore Pharmacy,51.3929328918,-0.0675158575
The Village Pharmacy,51.6504516602,0.607386291
Beecham Pharmacy,54.1324577332,-0.786038518
Boots,51.6128768921,-0.2759538293
Boots,50.8188476563,-4.3501710892
D and R Sharp (Chemists) Ltd,53.5363273621,-1.1704593897
Peak Pharmacy,53.3093643188,-1.3565989733
Boots,53.8055915833,-3.0287621021
Boots,50.2330932617,-5.2283596992
Zemmel Chemist,53.4917106628,-2.2606503963
Jade Pharmacy,51.4841156006,-0.3723278642
Assura Pharmacy,53.5013580322,-1.4389356375
Bowdon Pharmacy,53.3720626831,-2.3608598709
Wise Pharmacy Ltd,53.3423690796,-2.7148778439
Garners Pharmacy Ltd,53.5842666626,-0.649107635
Tesco Instore Pharmacy,51.2374038696,-2.9859960079
The Co-Operative Pharmacy,52.4230232239,-0.8012466431
Jhoots Pharmacy,52.5157051086,-2.1183311939
Day Lewis Pharmacy,51.4541893005,-0.1204313859
Prestwich Pharmacy Ltd,53.5329399109,-2.2842884064
Binscombe Pharmacy,51.2031707764,-0.6145159006
W Price (Chemist),51.5670814514,-0.2106789201
Sainsburys Pharmacy,52.5042266846,-2.0177824497
Ponda's Chemists Ltd,53.1921653748,-2.5290131569
Rankin Chemist,51.4933547974,-0.7085310817
Robertsons Pharmacy,53.8043899536,-1.7428052425
Jhoots Pharmacy,51.5111160278,-2.5705475807
Boots,52.4107551575,-1.4835364819
Chapel Pharmacy,51.5133056641,-0.0617340691
The Co-Operative Pharmacy,52.1977539063,0.1458133757
The Co-Operative Pharmacy,53.5631141663,-1.1945602894
Brampton Chemist,52.322933197,-0.2261092663
Sainsburys Pharmacy,52.4053039551,0.7239531875
Boots,50.4681243896,-3.5324699879
Superdrug Stores Plc,51.899181366,-2.0719089508
Boots,52.4155654907,-1.9701539278
Withington Pharmacy,53.433719635,-2.2296798229
Good Measure,53.4477996826,-1.3428256512
Boots,53.8008956909,-1.6899901628
Tesco Stores Limited,51.6033363342,-0.1913045049
Wm Morrison Pharmacy,54.5578269958,-1.2756289244
City Health Pharmacy,53.7427520752,-0.3207147419
Marlow Bottom Pharmacy,51.5869750977,-0.7743555903
Lloydspharmacy,51.7510032654,-1.2976739407
The Co-Operative Pharmacy,52.6529884338,1.2797409296
Boots,51.7476921082,0.4634522498
Lloydspharmacy,51.3711204529,-0.4900084436
The Co-Operative Pharmacy,50.3871765137,-4.1638460159
Boots,52.9019012451,-2.1466929913
Tesco Pharmacy,52.7733612061,-1.2089130878
Fishpool Pharmacy,53.5832710266,-2.2977674007
Sherburn Village Pharmacy,54.7767295837,-1.5049968958
Skf Lo (Chemists) Ltd,53.9637413025,-1.1342116594
Boots,50.9475479126,-2.5154185295
Boots,51.5789222717,-0.1241080388
Sheel Pharmacy,51.4659156799,-0.0113799339
Jhoots Pharmacy,52.47133255,-2.0833520889
Shifa Pharmacy,52.4569854736,-1.8854330778
Hawne Chemist,52.453125,-2.0612742901
Superdrug Stores Plc,52.1379814148,-0.4700002074
Batley Pharmacy,53.7147407532,-1.6366221905
Lloydspharmacy,53.6187210083,-0.2053211778
Weldricks Pharmacy,53.6134300232,-0.9659401774
Blurton Pharmacy,52.9727249146,-2.1580269337
Hamilton Pharmacy,52.659412384,-1.068623662
Swillington Pharmacy,53.7691726685,-1.4216727018
Lloydspharmacy,51.880645752,0.8650646806
Sunningdale Pharmacy,54.5200691223,-1.34808743
Mount Elgon Pharmacy,51.4092178345,-0.2129947841
Asda Pharmacy,53.4816360474,-2.6051955223
Herdman Gw (Chemists) Ltd,54.8712997437,-1.3684419394
Redwood Pharmacy,51.5984191895,-0.1384367347
House Of Mistry Ltd,51.5544662476,-0.1659228355
The Co-Operative Pharmacy,53.3551445007,-1.5272605419
Boots,51.677570343,-0.6062924862
Whitfield M Ltd,54.7497138977,-1.4386929274
Boots,52.0005302429,-0.9875271916
Boots,50.9963874817,-0.1022355035
Sainsbury's Pharmacy,51.5081520081,-2.5530903339
Boots,51.0665435791,-4.0799436569
Boots,50.4336051941,-3.5723025799
Worksop Pharmacy,53.3019981384,-1.1242417097
Rowlands Pharmacy,53.7542419434,-1.8939223289
Paydens,51.137752533,0.2612339258
Boots,51.7001571655,-2.3628659248
Boots,51.8916435242,0.9362614751
Glenfield Pharmacy,52.6552772522,-1.1965284348
The Co-Operative Pharmacy,53.828704834,-3.0531826019
Boots,51.3633079529,-0.1934936941
Lloydspharmacy,54.607624054,-1.0992875099
Ram Dispensing Chemist,51.4600830078,-0.3629337549
Jhoots Pharmacy,51.9297599792,-0.1708208621
Boots,51.1407470703,-0.98982054
The Co-Operative Pharmacy,51.5931739807,0.2256987095
Peak Pharmacy,53.2669754028,-1.3537567854
Lloydspharmacy,52.4949226379,-1.9681270123
Boots,53.4115219116,-2.9871656895
Boots,51.9145050049,-2.584022522
Wellbeing Pharmacy,51.4449691772,-0.205080688
Boots,50.1965904236,-5.278014183
Sainsburys Pharmacy,51.6813316345,-0.3879614174
Vauxhall Street Pharmacy,52.6249237061,1.2827099562
Pharmore Plus,53.3811073303,-2.9777574539
Lloydspharmacy,51.1105651855,-0.7508564591
Britannia Pharmacy,51.5604095459,0.1507050544
Sheel Pharmacy,51.4646224976,-0.0598384924
The Co-Operative Pharmacy,53.4522857666,-2.0807788372
Boots,52.5358810425,-2.4202744961
Boots,53.7707595825,-2.6572620869
New York Pharmacy,55.0249023438,-1.4879766703
Carrington Pharmacy,52.9725494385,-1.1525663137
Rowlands Pharmacy,50.7384910583,-2.0307281017
The Co-Operative Pharmacy,54.6830787659,-1.2164462805
North Brink Pharmacy,52.6652336121,0.1564002782
Boots,51.37707901,-0.014873175
Lloydspharmacy,53.5902137756,-2.2989342213
Kirklees Pharmacy,53.7240638733,-1.7105902433
The Co-Operative Pharmacy,53.1908874512,-2.5312423706
Lloydspharmacy,52.4460449219,-1.9313653708
Borno Chemists - Highams Park,51.6078262329,-0.0013099593
Chana Chemist,51.5164146423,-0.2051416337
Westfaling Pharmacy,52.0588264465,-2.7406702042
Tesco Pharmacy,53.5037689209,-1.3454283476
Sainsbury's Pharmacy,52.5899658203,-0.2849949896
Morrisons Pharmacy,51.5661621094,-0.0736272857
Drybrook Pharmacy,51.8544006348,-2.5169346333
Morrisons Pharmacy,51.2363586426,-0.1843030304
Boots,50.9699859619,0.0958674476
Tesco Pharmacy,52.6600418091,1.3353068829
Oxford Road Pharmacy,51.4565620422,-0.9941072464
Waterman Pharmacy,51.5883827209,-0.0319058038
Boots,53.7556381226,-0.3490054905
Boots,52.6611366272,1.3276544809
Tubb Da Ltd,50.3138961792,-4.0396614075
Boots,52.0567550659,1.1539338827
Welfare Ltd,51.6917610168,-0.1780588776
George Wilson,53.5382423401,-2.6697840691
Whitworth Chemists Limited,53.1441993713,0.3367055357
Lloydspharmacy,53.3785171509,-1.4558387995
Lloydspharmacy,54.9738922119,-1.5608160496
Boots,55.0185279846,-1.4250143766
Lloydspharmacy,51.5294265747,-2.554861784
Boots,50.7981338501,-1.98272264
Instore Pharmacy,51.3161811829,0.8925602436
Portland Pharmacy,50.8331718445,-0.1825828552
Aj Rones Pharmacy,51.5921363831,-0.0701463744
Rendlesham Pharmacy,52.124168396,1.4051629305
Vittoria Healthcare Ltd,53.3963699341,-3.0302028656
Boots,51.5098838806,0.2827566564
Woolls Pharmacy,51.3902740479,1.4148160219
Manor Pharmacy,53.6240653992,-2.3384990692
Tesco Instore Pharmacy,53.7660713196,-1.8434362411
Chana Chemist,51.5092468262,-0.3772110641
Lloydspharmacy,51.4411506653,-2.611471653
Tesco Pharmacy,51.1361198425,0.9150269032
Whitfield G Ltd,54.8483123779,-1.5124067068
Rowlands Pharmacy,50.7568817139,-1.8859382868
The Co-Operative Pharmacy,51.4475326538,-2.101139307
Carrs Corner Chemists,51.1329040527,0.267457813
The Co-Operative Pharmacy,53.5461997986,-2.3923728466
Millbrook Pharmacy Ltd,50.34815979,-4.2166676521
Boots,50.7319450378,-0.7923106551
Howitts Chemist,52.6037940979,-1.1394845247
Asda Stores Ltd,52.4803924561,-2.1094458103
Boots,50.4077415466,-4.1328907013
Morrisons Pharmacy,52.5635643005,-2.0756940842
Meanwood Pharmacy,53.8271560669,-1.5667076111
Davenport Pharmacy,53.3938331604,-2.1525325775
Sandringham Road Pharmacy,53.552230835,-0.0476955697
Boots,50.3558006287,-4.4546380043
Delmergate Limited,51.354473114,1.1434848309
Tesco Stores Limited,51.7336959839,0.4776234031
Boots,51.5051803589,-0.0216453057
The Co-Operative Pharmacy,54.8529396057,-1.833235383
Masters Pharmacy,51.4745750427,0.0341986977
Evesham Pharmacy,52.0930404663,-1.9465317726
H Haria Chemists,51.6162567139,-0.1428347528
Bliss Chemists,51.5138549805,-0.1601033658
Swinton Late Night Pharmacy,53.5123443604,-2.3349232674
Tesco Stores Limited,52.0624504089,1.2370715141
Lloydspharmacy,50.8353233337,-0.4112623334
Superdrug Pharmacy,51.4639816284,-0.1214831248
Barkerend Pharmacy,53.7983779907,-1.7260962725
Daventry Day and Night Pharmacy,52.25938797,-1.1608012915
Boots,53.4800415039,-2.146212101
The Co-Operative Pharmacy,53.5454444885,-2.1420311928
